ORF	clone identifier
YKR061W	YKR061W::8NP_D8
YKR062W	YKR062W::7EP_C7
YKR063C	YKR063C::7EP_C8
YKR064W	YKR064W::40NP_E2
YKR065C	YKR065C::8NP_D9
YKR066C	YKR066C::14NP_C1
YKR067W	YKR067W::14NP_C2
YKR068C	YKR068C::7EP_C9
YKR069W	YKR069W::14NP_C3
YKR070W	YKR070W::14NP_C4
YKR071C	YKR071C::7EP_C10
YKR072C	YKR072C::14NP_C5
YKR074W	YKR074W::14NP_C6
YKR075C	YKR075C::14NP_C7
YKR076W	YKR076W::14NP_C8
YKR077W	YKR077W::37NP_C4
YKR078W	YKR078W::14NP_C9
YKR079C	YKR079C::7EP_C11
YKR080W	YKR080W::14NP_C10
YKR081C	YKR081C::7EP_C12
YKR082W	YKR082W::39NP_B7
YKR083C	YKR083C::7EP_D1
YKR084C	YKR084C::14NP_C11
YKR085C	YKR085C::42NP_A5
YKR086W	YKR086W::7EP_D2
YKR087C	YKR087C::14NP_C12
YKR088C	YKR088C::14NP_D1
YKR089C	YKR089C::14NP_D2
YKR090W	YKR090W::14NP_D3
YKR091W	YKR091W::14NP_D4
YKR092C	YKR092C::14NP_D5
YKR094C	YKR094C::17NP_E11
YKR095W	YKR095W::39NP_D5
YKR096W	YKR096W::17NP_E12
YKR097W	YKR097W::14NP_D6
YKR098C	YKR098C::37NP_C5
YKR099W	YKR099W::47NP_A7
YKR100C	YKR100C::14NP_D7
YKR101W	YKR101W::41NP_E3
YKR102W	YKR102W::45NP_H5
YKR103W	YKR103W::14NP_D8
YKR104W	YKR104W::14NP_D9
YKR105C	YKR105C::41NP_E4
YKR106W	YKR106W::39NP_F6
YLL001W	YLL001W::32NP_C3
YLL002W	YLL002W::38NP_E9
YLL003W	YLL003W::7EP_D3
YLL004W	YLL004W::7EP_D4
YLL005C	YLL005C::32NP_C4
YLL006W	YLL006W::32NP_C5
YLL006W-A	YLL006W-A::45NP_A9
YLL007C	YLL007C::3NP_D5
YLL008W	YLL008W::7EP_D5
YLL009C	YLL009C::38NP_E10
YLL010C	YLL010C::32NP_C6
YLL011W	YLL011W::7EP_D6
YLL013C	YLL013C::32NP_C8
YLL014W	YLL014W::32NP_C9
YLL015W	YLL015W::32NP_C10
YLL018C	YLL018C::12EP_F7
YLL018C-A	YLL018C-A::37NP_C7
YLL019C	YLL019C::32NP_C11
YLL023C	YLL023C::32NP_C12
YLL024C	YLL024C::32NP_D1
YLL025W	YLL025W::32NP_D2
YLL026W	YLL026W::32NP_D3
YLL027W	YLL027W::32NP_D4
YLL028W	YLL028W::32NP_D5
YLL029W	YLL029W::32NP_D6
YLL031C	YLL031C::12EP_F8
YLL032C	YLL032C::32NP_D7
YLL033W	YLL033W::38NP_E11
YLL034C	YLL034C::7EP_D9
YLL035W	YLL035W::7EP_D10
YLL036C	YLL036C::7EP_D11
YLL038C	YLL038C::40NP_E3
YLL039C	YLL039C::32NP_D8
YLL040C	YLL040C::32NP_D9
YLL041C	YLL041C::32NP_D10
YLL042C	YLL042C::32NP_D11
YLL043W	YLL043W::32NP_D12
YLL045C	YLL045C::32NP_E1
YLL046C	YLL046C::32NP_E2
YLL051C	YLL051C::32NP_E3
YLL052C	YLL052C::32NP_E4
YLL053C	YLL053C::32NP_E5
YLL054C	YLL054C::32NP_E6
YLL055W	YLL055W::32NP_E7
YLL056C	YLL056C::32NP_E8
YLL057C	YLL057C::32NP_E9
YLL058W	YLL058W::32NP_E10
YLL060C	YLL060C::32NP_E11
YLL061W	YLL061W::32NP_E12
YLL062C	YLL062C::32NP_F1
YLL063C	YLL063C::32NP_F2
YLR001C	YLR001C::38NP_E12
YLR002C	YLR002C::7EP_E1
YLR003C	YLR003C::32NP_F3
YLR004C	YLR004C::32NP_F4
YLR005W	YLR005W::7EP_E2
YLR006C	YLR006C::32NP_F5
YLR007W	YLR007W::7EP_E3
YLR008C	YLR008C::7EP_E4
YLR009W	YLR009W::7EP_E5
YLR010C	YLR010C::7EP_E6
YLR011W	YLR011W::32NP_F6
YLR012C	YLR012C::32NP_F7
YLR013W	YLR013W::32NP_F8
YLR014C	YLR014C::32NP_F9
YLR015W	YLR015W::32NP_F10
YLR016C	YLR016C::32NP_F11
YLR017W	YLR017W::32NP_F12
YLR018C	YLR018C::32NP_G1
YLR019W	YLR019W::32NP_G2
YLR020C	YLR020C::32NP_G3
YLR021W	YLR021W::32NP_G4
YLR022C	YLR022C::7EP_E7
YLR023C	YLR023C::32NP_G5
YLR025W	YLR025W::32NP_G7
YLR026C	YLR026C::7EP_E8
YLR027C	YLR027C::32NP_G8
YLR028C	YLR028C::38NP_F1
YLR029C	YLR029C::7EP_E9
YLR030W	YLR030W::31NP_C10
YLR032W	YLR032W::31NP_C11
YLR033W	YLR033W::7EP_E10
YLR034C	YLR034C::31NP_C12
YLR035C	YLR035C::31NP_D1
YLR036C	YLR036C::31NP_D2
YLR038C	YLR038C::31NP_D3
YLR039C	YLR039C::31NP_D4
YLR040C	YLR040C::31NP_D5
YLR042C	YLR042C::32NP_G9
YLR043C	YLR043C::32NP_G10
YLR044C	YLR044C::32NP_G11
YLR045C	YLR045C::7EP_E11
YLR046C	YLR046C::32NP_G12
YLR047C	YLR047C::32NP_H1
YLR048W	YLR048W::32NP_H2
YLR049C	YLR049C::38NP_F2
YLR050C	YLR050C::31NP_D6
YLR051C	YLR051C::7EP_E12
YLR052W	YLR052W::41NP_E9
YLR053C	YLR053C::32NP_H3
YLR054C	YLR054C::38NP_F3
YLR055C	YLR055C::32NP_H4
YLR056W	YLR056W::32NP_H5
YLR057W	YLR057W::32NP_H6
YLR058C	YLR058C::32NP_H7
YLR059C	YLR059C::32NP_H8
YLR060W	YLR060W::7EP_F1
YLR061W	YLR061W::32NP_H9
YLR063W	YLR063W::42NP_F7
YLR064W	YLR064W::38NP_F4
YLR065C	YLR065C::42NP_F8
YLR066W	YLR066W::7EP_F2
YLR067C	YLR067C::32NP_H10
YLR068W	YLR068W::32NP_H11
YLR069C	YLR069C::32NP_H12
YLR070C	YLR070C::33NP_A1
YLR071C	YLR071C::12EP_F9
YLR072W	YLR072W::33NP_A2
YLR073C	YLR073C::38NP_F5
YLR074C	YLR074C::33NP_A3
YLR075W	YLR075W::7EP_F4
YLR077W	YLR077W::33NP_A4
YLR078C	YLR078C::7EP_F5
YLR079W	YLR079W::33NP_A5
YLR080W	YLR080W::33NP_A6
YLR082C	YLR082C::33NP_A8
YLR083C	YLR083C::33NP_A9
YLR084C	YLR084C::38NP_F6
YLR084C	YLR084C::44NP_H2
YLR085C	YLR085C::33NP_A10
YLR086W	YLR086W::12EP_B2
YLR087C	YLR087C::33NP_A11
YLR088W	YLR088W::7EP_F7
YLR089C	YLR089C::40NP_E4
YLR090W	YLR090W::33NP_A12
YLR091W	YLR091W::33NP_B1
YLR092W	YLR092W::33NP_B2
YLR093C	YLR093C::33NP_B3
YLR094C	YLR094C::33NP_B4
YLR095C	YLR095C::33NP_B5
YLR096W	YLR096W::33NP_B6
YLR097C	YLR097C::33NP_B7
YLR098C	YLR098C::33NP_B8
YLR099C	YLR099C::33NP_B9
YLR099W-A	YLR099W-A::11EP_G7
YLR100W	YLR100W::7EP_F8
YLR102C	YLR102C::33NP_B10
YLR103C	YLR103C::7EP_F9
YLR104W	YLR104W::33NP_B11
YLR105C	YLR105C::12EP_F10
YLR107W	YLR107W::33NP_B12
YLR108C	YLR108C::33NP_C1
YLR109W	YLR109W::33NP_C2
YLR110C	YLR110C::17NP_F2
YLR113W	YLR113W::33NP_C3
YLR114C	YLR114C::33NP_C4
YLR115W	YLR115W::7EP_F12
YLR116W	YLR116W::7EP_G1
YLR117C	YLR117C::7EP_G2
YLR118C	YLR118C::33NP_C5
YLR118C	YLR118C::44NP_H3
YLR119W	YLR119W::33NP_C6
YLR120C	YLR120C::33NP_C7
YLR125W	YLR125W::44NP_H4
YLR126C	YLR126C::8NP_D11
YLR127C	YLR127C::7EP_G3
YLR128W	YLR128W::8NP_D12
YLR129W	YLR129W::7EP_G4
YLR130C	YLR130C::8NP_E1
YLR131C	YLR131C::40NP_E6
YLR132C	YLR132C::7EP_G5
YLR133W	YLR133W::8NP_E2
YLR134W	YLR134W::42NP_F9
YLR135W	YLR135W::40NP_E7
YLR136C	YLR136C::8NP_E3
YLR137W	YLR137W::8NP_E4
YLR138W	YLR138W::40NP_E8
YLR141W	YLR141W::7EP_G6
YLR142W	YLR142W::8NP_E6
YLR143W	YLR143W::40NP_E9
YLR144C	YLR144C::40NP_E10
YLR145W	YLR145W::7EP_G7
YLR146C	YLR146C::1NP_F11
YLR147C	YLR147C::7EP_G8
YLR150W	YLR150W::8NP_E7
YLR151C	YLR151C::8NP_E8
YLR152C	YLR152C::8NP_E9
YLR153C	YLR153C::7EP_G9
YLR154C	YLR154C::8NP_E10
YLR163C	YLR163C::7EP_G10
YLR164W	YLR164W::8NP_E11
YLR165C	YLR165C::8NP_E12
YLR166C	YLR166C::7EP_G11
YLR167W	YLR167W::7EP_G12
YLR168C	YLR168C::8NP_F1
YLR170C	YLR170C::8NP_F2
YLR172C	YLR172C::8NP_F3
YLR173W	YLR173W::8NP_F4
YLR174W	YLR174W::38NP_F8
YLR175W	YLR175W::7EP_H1
YLR176C	YLR176C::40NP_E12
YLR177W	YLR177W::8NP_F5
YLR179C	YLR179C::8NP_F6
YLR180W	YLR180W::8NP_F7
YLR181C	YLR181C::8NP_F8
YLR182W	YLR182W::40NP_F1
YLR183C	YLR183C::8NP_F9
YLR185W	YLR185W::8NP_F10
YLR186W	YLR186W::7EP_H2
YLR187W	YLR187W::40NP_F2
YLR188W	YLR188W::8NP_F11
YLR189C	YLR189C::40NP_F3
YLR190W	YLR190W::8NP_F12
YLR191W	YLR191W::8NP_G1
YLR192C	YLR192C::2NP_A11
YLR193C	YLR193C::8NP_G2
YLR195C	YLR195C::7EP_H3
YLR196W	YLR196W::7EP_H4
YLR197W	YLR197W::7EP_H5
YLR199C	YLR199C::8NP_G3
YLR200W	YLR200W::8NP_G4
YLR201C	YLR201C::8NP_G5
YLR203C	YLR203C::8NP_G6
YLR204W	YLR204W::8NP_G7
YLR205C	YLR205C::8NP_G8
YLR206W	YLR206W::8NP_G9
YLR207W	YLR207W::40NP_F4
YLR208W	YLR208W::7EP_H6
YLR209C	YLR209C::8NP_G10
YLR210W	YLR210W::38NP_F9
YLR211C	YLR211C::8NP_G11
YLR211C	YLR211C::44NP_H5
YLR212C	YLR212C::7EP_H7
YLR213C	YLR213C::8NP_G12
YLR214W	YLR214W::8NP_H1
YLR215C	YLR215C::7EP_H8
YLR216C	YLR216C::8NP_H2
YLR218C	YLR218C::8NP_H3
YLR219W	YLR219W::40NP_F5
YLR220W	YLR220W::8NP_H4
YLR221C	YLR221C::8NP_H5
YLR222C	YLR222C::7EP_H9
YLR223C	YLR223C::7EP_H10
YLR224W	YLR224W::8NP_H6
YLR225C	YLR225C::8NP_H7
YLR226W	YLR226W::8NP_H8
YLR227C	YLR227C::38NP_F10
YLR228C	YLR228C::46NP_C12
YLR229C	YLR229C::12EP_B3
YLR231C	YLR231C::8NP_H10
YLR233C	YLR233C::40NP_F6
YLR234W	YLR234W::8NP_H11
YLR237W	YLR237W::2NP_A12
YLR238W	YLR238W::8NP_H12
YLR239C	YLR239C::9NP_A1
YLR240W	YLR240W::40NP_F7
YLR241W	YLR241W::9NP_A2
YLR242C	YLR242C::9NP_A3
YLR243W	YLR243W::7EP_H12
YLR244C	YLR244C::9NP_A4
YLR246W	YLR246W::2NP_B1
YLR247C	YLR247C::9NP_A5
YLR248W	YLR248W::9NP_A6
YLR249W	YLR249W::8EP_A1
YLR250W	YLR250W::9NP_A7
YLR251W	YLR251W::44NP_H6
YLR253W	YLR253W::9NP_A8
YLR254C	YLR254C::9NP_A9
YLR257W	YLR257W::9NP_A10
YLR258W	YLR258W::9NP_A11
YLR259C	YLR259C::8EP_A2
YLR260W	YLR260W::9NP_A12
YLR262C	YLR262C::9NP_B1
YLR262C-A	YLR262C-A::14NP_D10
YLR263W	YLR263W::40NP_F8
YLR264C-A	YLR264C-A::45NP_A10
YLR264W	YLR264W::9NP_B2
YLR265C	YLR265C::9NP_B3
YLR266C	YLR266C::9NP_B4
YLR267W	YLR267W::9NP_B5
YLR268W	YLR268W::38NP_F12
YLR270W	YLR270W::38NP_G1
YLR271W	YLR271W::9NP_B6
YLR272C	YLR272C::8EP_A3
YLR273C	YLR273C::9NP_B7
YLR274W	YLR274W::8EP_A4
YLR275W	YLR275W::8EP_A5
YLR276C	YLR276C::8EP_A6
YLR277C	YLR277C::8EP_A7
YLR281C	YLR281C::9NP_B9
YLR283W	YLR283W::9NP_B10
YLR284C	YLR284C::9NP_B11
YLR285C-A	YLR285C-A::45NP_A11
YLR285W	YLR285W::9NP_B12
YLR286C	YLR286C::1NP_F12
YLR287C	YLR287C::9NP_C1
YLR287C-A	YLR287C-A::9NP_C2
YLR288C	YLR288C::9NP_C3
YLR289W	YLR289W::9NP_C4
YLR290C	YLR290C::9NP_C5
YLR291C	YLR291C::8EP_A8
YLR292C	YLR292C::9NP_C6
YLR293C	YLR293C::9NP_C7
YLR295C	YLR295C::42NP_F10
YLR297W	YLR297W::9NP_C8
YLR298C	YLR298C::8EP_A9
YLR299W	YLR299W::9NP_C9
YLR300W	YLR300W::9NP_C10
YLR304C	YLR304C::9NP_C11
YLR305C	YLR305C::8EP_A10
YLR306W	YLR306W::38NP_G2
YLR307W	YLR307W::38NP_G3
YLR308W	YLR308W::9NP_C12
YLR309C	YLR309C::40NP_F9
YLR310C	YLR310C::12EP_F12
YLR312C	YLR312C::9NP_D1
YLR312W-A	YLR312W-A::9NP_D2
YLR313C	YLR313C::9NP_D3
YLR314C	YLR314C::8EP_A12
YLR315W	YLR315W::9NP_D4
YLR316C	YLR316C::8EP_B1
YLR316C	YLR316C::13EP_D2
YLR318W	YLR318W::40NP_F10
YLR319C	YLR319C::40NP_F11
YLR321C	YLR321C::12EP_B4
YLR323C	YLR323C::8EP_B3
YLR324W	YLR324W::33NP_C9
YLR325C	YLR325C::33NP_C10
YLR326W	YLR326W::33NP_C12
YLR327C	YLR327C::42NP_F11
YLR328W	YLR328W::33NP_C11
YLR329W	YLR329W::44NP_H7
YLR330W	YLR330W::33NP_D1
YLR332W	YLR332W::38NP_G4
YLR332W	YLR332W::44NP_H8
YLR335W	YLR335W::33NP_D2
YLR336C	YLR336C::8EP_B4
YLR337C	YLR337C::33NP_D3
YLR340W	YLR340W::8EP_B5
YLR341W	YLR341W::33NP_D4
YLR342W	YLR342W::33NP_D5
YLR342W-A	YLR342W-A::45NP_A12
YLR343W	YLR343W::1NP_G1
YLR344W	YLR344W::33NP_D6
YLR345W	YLR345W::33NP_D7
YLR346C	YLR346C::2NP_B2
YLR347C	YLR347C::8EP_B6
YLR348C	YLR348C::33NP_D8
YLR350W	YLR350W::34NP_B8
YLR351C	YLR351C::34NP_B9
YLR352W	YLR352W::34NP_B10
YLR353W	YLR353W::34NP_B11
YLR354C	YLR354C::34NP_B12
YLR355C	YLR355C::8EP_B7
YLR356W	YLR356W::34NP_C1
YLR357W	YLR357W::34NP_C2
YLR359W	YLR359W::12EP_G1
YLR360W	YLR360W::33NP_D9
YLR361C	YLR361C::2NP_B3
YLR361C-A	YLR361C-A::45NP_B1
YLR362W	YLR362W::38NP_G6
YLR363C	YLR363C::42NP_F12
YLR363W-A	YLR363W-A::45NP_B2
YLR364W	YLR364W::38NP_G7
YLR367W	YLR367W::40NP_F12
YLR368W	YLR368W::33NP_D10
YLR369W	YLR369W::33NP_D11
YLR370C	YLR370C::2NP_B4
YLR371W	YLR371W::33NP_D12
YLR373C	YLR373C::33NP_E2
YLR375W	YLR375W::33NP_E3
YLR376C	YLR376C::33NP_E4
YLR378C	YLR378C::8EP_B9
YLR380W	YLR380W::33NP_E5
YLR383W	YLR383W::11EP_G8
YLR385C	YLR385C::42NP_G1
YLR386W	YLR386W::33NP_E7
YLR387C	YLR387C::33NP_E8
YLR388W	YLR388W::33NP_E9
YLR389C	YLR389C::33NP_E10
YLR390W	YLR390W::33NP_E11
YLR390W-A	YLR390W-A::17NP_F3
YLR392C	YLR392C::33NP_E12
YLR394W	YLR394W::2NP_B5
YLR395C	YLR395C::33NP_F1
YLR396C	YLR396C::33NP_F2
YLR397C	YLR397C::8EP_B10
YLR398C	YLR398C::33NP_F3
YLR399C	YLR399C::33NP_F4
YLR403W	YLR403W::33NP_F5
YLR404W	YLR404W::33NP_F6
YLR405W	YLR405W::33NP_F7
YLR406C	YLR406C::2NP_B6
YLR406C-A	YLR406C-A::45NP_B3
YLR408C	YLR408C::33NP_F9
YLR409C	YLR409C::8EP_B11
YLR410W	YLR410W::33NP_F10
YLR412C-A	YLR412C-A::45NP_B4
YLR412W	YLR412W::33NP_F11
YLR413W	YLR413W::40NP_G1
YLR414C	YLR414C::40NP_G2
YLR415C	YLR415C::40NP_G3
YLR417W	YLR417W::33NP_F12
YLR419W	YLR419W::45NP_B5
YLR420W	YLR420W::8NP_D10
YLR422W	YLR422W::14NP_D11
YLR423C	YLR423C::41NP_E5
YLR424W	YLR424W::8EP_B12
YLR425W	YLR425W::39NP_B8
YLR426W	YLR426W::14NP_D12
YLR427W	YLR427W::14NP_E1
YLR429W	YLR429W::37NP_C8
YLR431C	YLR431C::37NP_C9
YLR432W	YLR432W::37NP_C10
YLR435W	YLR435W::14NP_E2
YLR436C	YLR436C::14NP_E3
YLR437C	YLR437C::14NP_E4
YLR438C-A	YLR438C-A::8EP_C2
YLR438W	YLR438W::14NP_E5
YLR439W	YLR439W::17NP_F4
YLR440C	YLR440C::8EP_C3
YLR441C	YLR441C::14NP_E6
YLR442C	YLR442C::37NP_C11
YLR443W	YLR443W::14NP_E7
YLR445W	YLR445W::14NP_E8
YLR446W	YLR446W::37NP_C12
YLR447C	YLR447C::14NP_E9
YLR448W	YLR448W::37NP_D1
YLR449W	YLR449W::14NP_E10
YLR450W	YLR450W::39NP_B9
YLR451W	YLR451W::40NP_E5
YLR452C	YLR452C::14NP_E11
YLR453C	YLR453C::14NP_E12
YLR455W	YLR455W::17NP_F5
YLR456W	YLR456W::14NP_F2
YLR457C	YLR457C::12EP_G2
YLR459W	YLR459W::8EP_C5
YLR460C	YLR460C::14NP_F3
YLR461W	YLR461W::14NP_F4
YML007C-A	YML007C-A::45NP_B6
YML009C	YML009C::37NP_D2
YML011C	YML011C::36NP_F6
YML012W	YML012W::36NP_F5
YML013W	YML013W::36NP_F4
YML014W	YML014W::36NP_F3
YML015C	YML015C::8EP_C7
YML015C	YML015C::13EP_A12
YML016C	YML016C::36NP_F2
YML017W	YML017W::36NP_F1
YML018C	YML018C::36NP_E12
YML019W	YML019W::36NP_E11
YML020W	YML020W::36NP_E10
YML021C	YML021C::14NP_F5
YML022W	YML022W::2NP_B7
YML023C	YML023C::8EP_C8
YML024W	YML024W::36NP_E9
YML025C	YML025C::8EP_C9
YML026C	YML026C::36NP_E8
YML027W	YML027W::41NP_F6
YML028W	YML028W::36NP_E7
YML029W	YML029W::36NP_E6
YML030W	YML030W::36NP_E5
YML031W	YML031W::8EP_C10
YML032C	YML032C::36NP_E4
YML034W	YML034W::36NP_E3
YML035C	YML035C::17NP_D11
YML036W	YML036W::2NP_B8
YML038C	YML038C::47NP_B5
YML041C	YML041C::2NP_B9
YML042W	YML042W::41NP_F7
YML043C	YML043C::13EP_B2
YML046W	YML046W::8EP_C12
YML047C	YML047C::2NP_B10
YML048W	YML048W::41NP_G6
YML049C	YML049C::8EP_D1
YML050W	YML050W::41NP_G5
YML052W	YML052W::41NP_B11
YML053C	YML053C::41NP_B10
YML054C	YML054C::41NP_A12
YML054C-A	YML054C-A::45NP_B7
YML055W	YML055W::41NP_A11
YML056C	YML056C::41NP_A10
YML057W	YML057W::37NP_A9
YML058W	YML058W::37NP_A8
YML058W-A	YML058W-A::45NP_B8
YML060W	YML060W::37NP_A6
YML061C	YML061C::37NP_A5
YML062C	YML062C::37NP_A4
YML063W	YML063W::37NP_A3
YML064C	YML064C::12EP_B7
YML065W	YML065W::8EP_D3
YML066C	YML066C::17NP_F6
YML068W	YML068W::41NP_B6
YML069W	YML069W::8EP_D4
YML070W	YML070W::41NP_E10
YML071C	YML071C::1NP_A1
YML073C	YML073C::3NP_E5
YML074C	YML074C::1NP_A2
YML075C	YML075C::2NP_B11
YML076C	YML076C::2NP_B12
YML077W	YML077W::8EP_D5
YML078W	YML078W::37NP_A2
YML079W	YML079W::37NP_A1
YML080W	YML080W::36NP_H12
YML081C-A	YML081C-A::14NP_F6
YML081W	YML081W::36NP_H11
YML082W	YML082W::36NP_H10
YML083C	YML083C::36NP_H9
YML085C	YML085C::8EP_D6
YML086C	YML086C::2NP_C1
YML087C	YML087C::36NP_H8
YML088W	YML088W::36NP_H7
YML093W	YML093W::8EP_D9
YML094W	YML094W::1NP_A3
YML095C	YML095C::1NP_A4
YML096W	YML096W::1NP_A5
YML097C	YML097C::1NP_A6
YML098W	YML098W::8EP_D10
YML100W	YML100W::39NP_C4
YML100W-A	YML100W-A::41NP_E11
YML101C	YML101C::1NP_A7
YML102W	YML102W::39NP_C5
YML104C	YML104C::44NP_B3
YML105C	YML105C::8EP_D11
YML106W	YML106W::1NP_A9
YML107C	YML107C::1NP_A10
YML108W	YML108W::1NP_A11
YML109W	YML109W::1NP_A12
YML110C	YML110C::1NP_B1
YML111W	YML111W::1NP_B2
YML112W	YML112W::39NP_C6
YML113W	YML113W::1NP_B3
YML114C	YML114C::8EP_D12
YML115C	YML115C::17NP_F7
YML116W	YML116W::1NP_B4
YML117W	YML117W::1NP_B5
YML118W	YML118W::1NP_B6
YML119W	YML119W::37NP_E2
YML120C	YML120C::1NP_B7
YML121W	YML121W::1NP_B8
YML123C	YML123C::39NP_C7
YML124C	YML124C::39NP_C8
YML125C	YML125C::8EP_E1
YML126C	YML126C::8EP_E2
YML127W	YML127W::8EP_E3
YML129C	YML129C::1NP_B9
YML130C	YML130C::8EP_E4
YMR001C	YMR001C::13EP_B5
YMR001C-A	YMR001C-A::45NP_B9
YMR004W	YMR004W::41NP_E12
YMR005W	YMR005W::13EP_B6
YMR013C	YMR013C::13EP_B7
YMR013W-A	YMR013W-A::45NP_B10
YMR014W	YMR014W::36NP_F7
YMR015C	YMR015C::36NP_F8
YMR016C	YMR016C::36NP_F9
YMR017W	YMR017W::36NP_F10
YMR018W	YMR018W::36NP_F11
YMR019W	YMR019W::36NP_F12
YMR020W	YMR020W::36NP_G1
YMR021C	YMR021C::36NP_G2
YMR022W	YMR022W::36NP_G3
YMR023C	YMR023C::36NP_G4
YMR026C	YMR026C::36NP_G5
YMR028W	YMR028W::13EP_B8
YMR029C	YMR029C::36NP_G7
YMR030W	YMR030W::36NP_G8
YMR031C	YMR031C::36NP_G9
YMR032W	YMR032W::36NP_G10
YMR033W	YMR033W::13EP_B9
YMR034C	YMR034C::36NP_G11
YMR035W	YMR035W::36NP_G12
YMR036C	YMR036C::36NP_H1
YMR037C	YMR037C::17NP_F8
YMR039C	YMR039C::36NP_H2
YMR040W	YMR040W::36NP_H3
YMR041C	YMR041C::36NP_H4
YMR042W	YMR042W::36NP_H5
YMR043W	YMR043W::13EP_B10
YMR044W	YMR044W::36NP_H6
YMR047C	YMR047C::12EP_G3
YMR048W	YMR048W::2NP_C2
YMR049C	YMR049C::8EP_E12
YMR052W	YMR052W::22NP_E3
YMR053C	YMR053C::22NP_E4
YMR054W	YMR054W::22NP_E5
YMR055C	YMR055C::22NP_E6
YMR056C	YMR056C::22NP_E7
YMR058W	YMR058W::22NP_E8
YMR060C	YMR060C::14NP_F7
YMR061W	YMR061W::8EP_F1
YMR062C	YMR062C::21NP_B9
YMR063W	YMR063W::21NP_B10
YMR064W	YMR064W::21NP_B11
YMR065W	YMR065W::21NP_B12
YMR066W	YMR066W::47NP_A11
YMR067C	YMR067C::41NP_E6
YMR069W	YMR069W::21NP_C2
YMR070W	YMR070W::21NP_C3
YMR071C	YMR071C::21NP_C4
YMR072W	YMR072W::21NP_C5
YMR073C	YMR073C::21NP_C6
YMR075W	YMR075W::21NP_C7
YMR076C	YMR076C::8EP_F2
YMR077C	YMR077C::21NP_C8
YMR078C	YMR078C::21NP_C9
YMR079W	YMR079W::8EP_F3
YMR080C	YMR080C::21NP_C10
YMR081C	YMR081C::21NP_C11
YMR083W	YMR083W::21NP_C12
YMR084W	YMR084W::21NP_D1
YMR085W	YMR085W::21NP_D2
YMR086W	YMR086W::21NP_D3
YMR087W	YMR087W::21NP_D4
YMR088C	YMR088C::39NP_B11
YMR089C	YMR089C::21NP_D5
YMR090W	YMR090W::21NP_D6
YMR091C	YMR091C::21NP_D7
YMR092C	YMR092C::21NP_D8
YMR093W	YMR093W::8EP_F4
YMR094W	YMR094W::8EP_F5
YMR095C	YMR095C::1NP_B11
YMR096W	YMR096W::1NP_B12
YMR097C	YMR097C::1NP_C1
YMR098C	YMR098C::47NP_B1
YMR099C	YMR099C::1NP_C2
YMR100W	YMR100W::1NP_C3
YMR101C	YMR101C::41NP_F1
YMR102C	YMR102C::37NP_E4
YMR104C	YMR104C::17NP_F10
YMR105C	YMR105C::41NP_F2
YMR105W-A	YMR105W-A::45NP_B11
YMR106C	YMR106C::1NP_C4
YMR107W	YMR107W::1NP_C5
YMR108W	YMR108W::1NP_C6
YMR109W	YMR109W::1NP_C7
YMR110C	YMR110C::1NP_C8
YMR112C	YMR112C::8EP_F6
YMR114C	YMR114C::41NP_F3
YMR115W	YMR115W::1NP_C9
YMR116C	YMR116C::41NP_F4
YMR117C	YMR117C::8EP_F8
YMR118C	YMR118C::17NP_F11
YMR119W	YMR119W::17NP_F12
YMR120C	YMR120C::1NP_C10
YMR121C	YMR121C::39NP_C9
YMR123W	YMR123W::41NP_F5
YMR124W	YMR124W::1NP_C11
YMR125W	YMR125W::1NP_C12
YMR126C	YMR126C::1NP_D1
YMR127C	YMR127C::1NP_D2
YMR128W	YMR128W::8EP_F9
YMR129W	YMR129W::1NP_D3
YMR130W	YMR130W::1NP_D4
YMR132C	YMR132C::1NP_D5
YMR133W	YMR133W::1NP_D6
YMR134W	YMR134W::8EP_F11
YMR135C	YMR135C::1NP_D7
YMR137C	YMR137C::2NP_C3
YMR138W	YMR138W::2NP_C4
YMR139W	YMR139W::2NP_C5
YMR140W	YMR140W::12NP_C9
YMR142C	YMR142C::31NP_D7
YMR143W	YMR143W::12NP_C10
YMR143W	YMR143W::44NP_H12
YMR144W	YMR144W::12NP_C11
YMR145C	YMR145C::12NP_C12
YMR146C	YMR146C::8EP_F12
YMR147W	YMR147W::12NP_D1
YMR148W	YMR148W::12NP_D2
YMR152W	YMR152W::12NP_D3
YMR153W	YMR153W::12NP_D4
YMR154C	YMR154C::3NP_D6
YMR155W	YMR155W::12NP_D5
YMR156C	YMR156C::12NP_D6
YMR157C	YMR157C::12NP_D7
YMR158W	YMR158W::31NP_D8
YMR159C	YMR159C::40NP_G4
YMR160W	YMR160W::2NP_C6
YMR161W	YMR161W::12NP_D8
YMR165C	YMR165C::12NP_D10
YMR166C	YMR166C::40NP_G5
YMR167W	YMR167W::40NP_G6
YMR168C	YMR168C::8EP_G2
YMR170C	YMR170C::12NP_D11
YMR171C	YMR171C::31NP_D9
YMR172W	YMR172W::41NP_B7
YMR173W	YMR173W::2NP_C7
YMR174C	YMR174C::14NP_F9
YMR175W	YMR175W::14NP_F10
YMR175W-A	YMR175W-A::45NP_B12
YMR176W	YMR176W::40NP_G7
YMR177W	YMR177W::12NP_D12
YMR178W	YMR178W::12NP_E1
YMR179W	YMR179W::12NP_E2
YMR180C	YMR180C::12NP_E3
YMR181C	YMR181C::31NP_D10
YMR182C	YMR182C::12NP_E4
